Timestamp,VAV1902_RT_TL,ITBQ10_GRID_FK_B3_RT_POLL_TL,ITBQ10_GRID_FH_B3_RT_POLL_TL
2024-03-26 04:39:00,,22.0796909,20.767231
2024-03-26 04:42:00,21.8249779,,
2024-03-26 04:44:00,,22.1037254,20.7280045
2024-03-26 04:47:00,21.8297844,,
2024-03-26 04:49:00,,22.1037254,20.7528706
2024-03-26 04:52:00,21.8238239,,
2024-03-26 04:54:00,,22.1277637,20.7383881
2024-03-26 04:57:00,21.8105564,,
2024-03-26 04:59:00,,22.1292648,20.757616
2024-03-26 05:02:00,21.8057499,,
2024-03-26 05:04:00,,22.1037254,20.767231
2024-03-26 05:07:00,21.8115177,,
2024-03-26 05:09:00,,22.0655022,20.7431965
2024-03-26 05:12:00,21.8105564,,
2024-03-26 05:14:00,,22.1181087,20.6951237
2024-03-26 05:17:00,21.8034325,,
2024-03-26 05:19:00,,22.0796909,20.6710892
2024-03-26 05:22:00,21.8105564,,
2024-03-26 05:24:00,,22.0929585,20.6710892
2024-03-26 05:27:00,21.8105564,,
2024-03-26 05:29:00,,22.0556564,20.6710892
2024-03-26 05:32:00,21.7988281,,
2024-03-26 05:34:00,,22.0556564,20.6710892
2024-03-26 05:37:00,21.8297844,,
2024-03-26 05:39:00,,22.1149883,20.7008839
2024-03-26 05:42:00,21.8342075,,
2024-03-26 05:44:00,,22.139492,20.7085838
2024-03-26 05:47:00,21.8477077,,
2024-03-26 05:49:00,,22.1517982,20.767231
2024-03-26 05:52:00,21.848053,,
2024-03-26 05:54:00,,22.1325703,20.767231
2024-03-26 05:57:00,21.8345909,,
2024-03-26 05:59:00,,22.0901031,20.767231
2024-03-26 06:02:00,21.8470898,,
2024-03-26 06:04:00,,22.1410809,20.767231
2024-03-26 06:07:00,21.8586292,,
2024-03-26 06:09:00,,22.1517982,20.767231
2024-03-26 06:12:00,21.8826637,,
2024-03-26 06:14:00,,22.1517982,20.7912655
2024-03-26 06:17:00,21.8826637,,
2024-03-26 06:19:00,,22.1517982,20.8204918
2024-03-26 06:22:00,21.8826637,,
2024-03-26 06:24:00,,22.1325703,20.767231
2024-03-26 06:27:00,21.8826637,,
2024-03-26 06:29:00,,22.1037254,20.767231
2024-03-26 06:32:00,21.8826637,,
2024-03-26 06:34:00,,22.060463,20.767231
2024-03-26 06:37:00,21.8586292,,
2024-03-26 06:39:00,,22.060463,20.767231
2024-03-26 06:42:00,21.8826637,,
2024-03-26 06:44:00,,22.1046886,20.767231
2024-03-26 06:47:00,21.8826637,,
2024-03-26 06:49:00,,22.0796909,20.767231
2024-03-26 06:52:00,21.8826637,,
2024-03-26 06:54:00,,22.1037254,20.767231
2024-03-26 06:57:00,21.8826637,,
2024-03-26 06:59:00,,22.1160336,20.6999302
2024-03-26 07:02:00,21.8826637,,
2024-03-26 07:04:00,,22.1037254,20.7525787
2024-03-26 07:07:00,21.8826637,,
2024-03-26 07:09:00,,22.0556564,20.767231
2024-03-26 07:12:00,21.8826637,,
2024-03-26 07:14:00,,22.0902672,20.767231
2024-03-26 07:17:00,21.8826637,,
2024-03-26 07:19:00,,22.1037254,20.767231
2024-03-26 07:22:00,21.8826637,,
2024-03-26 07:24:00,,22.0938148,20.767231
2024-03-26 07:27:00,21.8826637,,
2024-03-26 07:29:00,,22.0844975,20.767231
2024-03-26 07:32:00,21.8826637,,
2024-03-26 07:34:00,,22.060463,20.767231
2024-03-26 07:37:00,21.8826637,,
2024-03-26 07:39:00,,22.0643082,20.767231
2024-03-26 07:42:00,21.8688145,,
2024-03-26 07:44:00,,22.060463,20.767231
2024-03-26 07:47:00,21.8607426,,
2024-03-26 07:49:00,,22.0796909,20.767231
2024-03-26 07:52:00,21.867281,,
2024-03-26 07:54:00,,22.0844975,20.767231
2024-03-26 07:57:00,21.874012,,
2024-03-26 07:59:00,,22.0683403,20.767231
2024-03-26 08:02:00,21.8681316,,
2024-03-26 08:04:00,,22.1287231,20.767231
2024-03-26 08:07:00,21.8826637,,
2024-03-26 08:09:00,,22.1517982,20.8011169
2024-03-26 08:12:00,21.8874702,,
2024-03-26 08:14:00,,22.1517982,20.8633728
2024-03-26 08:17:00,21.9307327,,
2024-03-26 08:19:00,,22.1758327,20.9306717
2024-03-26 08:22:00,21.9595776,,
2024-03-26 08:24:00,,22.2287121,20.9547081
2024-03-26 08:27:00,21.9788055,,
2024-03-26 08:29:00,,22.2356339,20.9595146
2024-03-26 08:32:00,21.9788055,,
2024-03-26 08:34:00,,22.2479401,20.9595146
2024-03-26 08:37:00,21.9788055,,
2024-03-26 08:39:00,,22.2479401,20.9595146
2024-03-26 08:42:00,21.9788055,,
2024-03-26 08:44:00,,22.2479401,20.9595146
2024-03-26 08:47:00,21.9788055,,
2024-03-26 08:49:00,,22.2479401,20.9595146
2024-03-26 08:52:00,21.9836121,,
2024-03-26 08:54:00,,22.2479401,20.9595146
2024-03-26 08:57:00,21.9788055,,
2024-03-26 08:59:00,,22.2479401,20.9595146
2024-03-26 09:02:00,21.973999,,
2024-03-26 09:04:00,,22.2479401,20.9595146
2024-03-26 09:07:00,21.9788055,,
2024-03-26 09:09:00,,22.2479401,20.9595146
2024-03-26 09:12:00,21.9788055,,
2024-03-26 09:14:00,,22.2479401,20.9595146
2024-03-26 09:17:00,21.9788055,,
2024-03-26 09:19:00,,22.267168,20.9595146
2024-03-26 09:22:00,21.9788055,,
2024-03-26 09:24:00,,22.2912025,20.9595146
2024-03-26 09:27:00,22.0268745,,
2024-03-26 09:29:00,,22.3392754,20.9595146
2024-03-26 09:32:00,22.0599937,,
2024-03-26 09:34:00,,22.3440819,21.012392
2024-03-26 09:37:00,22.0749474,,
2024-03-26 09:39:00,,22.3440819,21.0556564
2024-03-26 09:42:00,22.0749474,,
2024-03-26 09:44:00,,22.3440819,21.0470047
2024-03-26 09:47:00,22.0797539,,
2024-03-26 09:49:00,,22.3440819,21.0556564
2024-03-26 09:52:00,22.0749474,,
2024-03-26 09:54:00,,22.3440819,21.0171986
2024-03-26 09:57:00,22.0749474,,
2024-03-26 09:59:00,,22.3440819,20.9595146
2024-03-26 10:02:00,22.0749474,,
2024-03-26 10:04:00,,22.3440819,21.0556564
2024-03-26 10:07:00,22.0749474,,
2024-03-26 10:09:00,,22.3440819,21.0402737
2024-03-26 10:12:00,22.0749474,,
2024-03-26 10:14:00,,22.3440819,21.0556564
2024-03-26 10:17:00,22.1414757,,
2024-03-26 10:19:00,,22.3440819,21.0556564
2024-03-26 10:22:00,22.1710892,,
2024-03-26 10:24:00,,22.3440819,21.0721912
2024-03-26 10:27:00,22.1710892,,
2024-03-26 10:29:00,,22.3440819,21.1277637
2024-03-26 10:32:00,22.1710892,,
2024-03-26 10:34:00,,22.3440819,21.0748844
2024-03-26 10:37:00,22.1710892,,
2024-03-26 10:39:00,,22.3440819,21.0556564
2024-03-26 10:42:00,22.1710892,,
2024-03-26 10:44:00,,22.3440819,21.0556564
2024-03-26 10:47:00,22.1710892,,
2024-03-26 10:49:00,,22.3440819,21.1277637
2024-03-26 10:52:00,22.2220135,,
2024-03-26 10:54:00,,22.4402237,21.1517982
2024-03-26 10:57:00,22.267231,,
2024-03-26 10:59:00,,22.4652195,21.2085209
2024-03-26 11:02:00,22.3034554,,
2024-03-26 11:04:00,,22.4402237,21.2239056
2024-03-26 11:07:00,22.3141479,,
2024-03-26 11:09:00,,22.4402237,21.2239056
2024-03-26 11:12:00,22.2912655,,
2024-03-26 11:14:00,,22.5036774,21.2325573
2024-03-26 11:17:00,22.3393383,,
2024-03-26 11:19:00,,22.6325073,21.2479401
2024-03-26 11:22:00,22.349184,,
2024-03-26 11:24:00,,22.7286491,21.2479401
2024-03-26 11:27:00,22.3585663,,
2024-03-26 11:29:00,,22.8574772,21.2812042
2024-03-26 11:32:00,22.3633728,,
2024-03-26 11:34:00,,22.824791,21.2896271
2024-03-26 11:37:00,22.3874073,,
2024-03-26 11:39:00,,22.7286491,21.2479401
2024-03-26 11:42:00,22.3633728,,
2024-03-26 11:44:00,,22.5971088,21.2479401
2024-03-26 11:47:00,22.3633728,,
2024-03-26 11:49:00,,22.5363655,21.2479401
2024-03-26 11:52:00,22.3414516,,
2024-03-26 11:54:00,,22.5363655,21.2479401
2024-03-26 11:57:00,22.3393383,,
2024-03-26 11:59:00,,22.5363655,21.2479401
2024-03-26 12:02:00,22.3633728,,
2024-03-26 12:04:00,,22.5510178,21.2479401
2024-03-26 12:07:00,22.3633728,,
2024-03-26 12:09:00,,22.6325073,21.306818
2024-03-26 12:12:00,22.3826008,,
2024-03-26 12:14:00,,22.6325073,21.3354301
2024-03-26 12:17:00,22.4354801,,
2024-03-26 12:19:00,,22.6325073,21.3440819
2024-03-26 12:22:00,22.4595146,,
2024-03-26 12:24:00,,22.6565418,21.3440819
2024-03-26 12:27:00,22.4508629,,
2024-03-26 12:29:00,,22.6325073,21.3440819
2024-03-26 12:32:00,22.4595146,,
2024-03-26 12:34:00,,22.6923065,21.3921509
2024-03-26 12:37:00,22.5075836,,
2024-03-26 12:39:00,,22.7046146,21.4402237
2024-03-26 12:42:00,22.5316219,,
2024-03-26 12:44:00,,22.7286491,21.4402237
2024-03-26 12:47:00,22.5556564,,
2024-03-26 12:49:00,,22.7286491,21.4402237
2024-03-26 12:52:00,22.6517982,,
2024-03-26 12:54:00,,22.824791,21.5363655
2024-03-26 12:57:00,22.7106762,,
2024-03-26 12:59:00,,22.824791,21.5363655
2024-03-26 13:02:00,22.7527466,,
2024-03-26 13:04:00,,22.8613243,21.5728989
2024-03-26 13:07:00,22.8440819,,
2024-03-26 13:09:00,,22.87286,21.6125088
2024-03-26 13:12:00,22.8535385,,
2024-03-26 13:14:00,,22.9209328,21.6277008
2024-03-26 13:17:00,22.8440819,,
2024-03-26 13:19:00,,22.9209328,21.6325073
2024-03-26 13:22:00,22.8440819,,
2024-03-26 13:24:00,,22.9209328,21.6277008
2024-03-26 13:27:00,22.8440819,,
2024-03-26 13:29:00,,22.9209328,21.6325073
2024-03-26 13:32:00,22.8440819,,
2024-03-26 13:34:00,,22.8968983,21.6325073
2024-03-26 13:37:00,22.8633099,,
2024-03-26 13:39:00,,22.8401737,21.6036644
2024-03-26 13:42:00,22.9402237,,
2024-03-26 13:44:00,,22.8440189,21.5652065
2024-03-26 13:47:00,23.0363655,,
2024-03-26 13:49:00,,22.9209328,21.6325073
2024-03-26 13:52:00,23.1325073,,
2024-03-26 13:54:00,,22.9363155,21.6325073
2024-03-26 13:57:00,23.2046146,,
2024-03-26 13:59:00,,23.0170746,21.6325073
2024-03-26 14:02:00,22.9642582,,
2024-03-26 14:04:00,,22.8968983,21.2479401
2024-03-26 14:07:00,22.8910713,,
2024-03-26 14:09:00,,22.824791,21.0556564
2024-03-26 14:12:00,22.8715248,,
2024-03-26 14:14:00,,22.7192669,21.0556564
2024-03-26 14:17:00,22.7479401,,
2024-03-26 14:19:00,,22.6325073,20.8633728
2024-03-26 14:22:00,22.8440819,,
2024-03-26 14:24:00,,22.6190472,20.9643211
2024-03-26 14:27:00,22.8440819,,
2024-03-26 14:29:00,,22.6325073,20.9595146
2024-03-26 14:32:00,23.0363655,,
2024-03-26 14:34:00,,22.7286491,21.1566048
2024-03-26 14:37:00,23.324791,,
2024-03-26 14:39:00,,22.9161263,21.4402237
2024-03-26 14:42:00,23.4209328,,
2024-03-26 14:44:00,,22.9209328,21.4113808
2024-03-26 14:47:00,23.324791,,
2024-03-26 14:49:00,,22.824791,21.3200474
2024-03-26 14:52:00,23.3820915,,
2024-03-26 14:54:00,,22.7526836,21.2479401
2024-03-26 14:57:00,23.3488255,,
2024-03-26 14:59:00,,22.6812325,21.1517982
2024-03-26 15:02:00,23.324791,,
2024-03-26 15:04:00,,22.7286491,21.1517982
2024-03-26 15:07:00,23.324791,,
2024-03-26 15:09:00,,22.7286491,21.0796909
2024-03-26 15:12:00,23.324791,,
2024-03-26 15:14:00,,22.7286491,21.1325703
2024-03-26 15:17:00,23.2478771,,
2024-03-26 15:19:00,,22.6325073,21.0556564
2024-03-26 15:22:00,23.324791,,
2024-03-26 15:24:00,,22.5363655,20.9402866
2024-03-26 15:27:00,23.2286491,,
2024-03-26 15:29:00,,22.5363655,20.8633728
2024-03-26 15:32:00,23.2286491,,
2024-03-26 15:34:00,,22.5363655,20.8633728
2024-03-26 15:37:00,23.324791,,
2024-03-26 15:39:00,,22.6325073,20.8633728
2024-03-26 15:42:00,23.3199844,,
2024-03-26 15:44:00,,22.6325073,20.9547081
2024-03-26 15:47:00,23.2767181,,
2024-03-26 15:49:00,,22.6325073,20.9595146
2024-03-26 15:52:00,23.324791,,
2024-03-26 15:54:00,,22.6325073,21.0556564
2024-03-26 15:57:00,23.4209328,,
2024-03-26 15:59:00,,22.6853848,21.0556564
2024-03-26 16:02:00,23.5074596,,
2024-03-26 16:04:00,,22.7086506,21.0889206
2024-03-26 16:07:00,23.4991074,,
2024-03-26 16:09:00,,22.7094212,21.0556564
2024-03-26 16:12:00,23.5288029,,
2024-03-26 16:14:00,,22.7286491,21.0556564
2024-03-26 16:17:00,23.5843735,,
2024-03-26 16:19:00,,22.7286491,21.064518
2024-03-26 16:22:00,23.7045517,,
2024-03-26 16:24:00,,22.7286491,21.1325703
2024-03-26 16:27:00,23.7574272,,
2024-03-26 16:29:00,,22.7286491,21.1325703
2024-03-26 16:32:00,23.8055,,
2024-03-26 16:34:00,,22.7921028,21.0556564
2024-03-26 16:37:00,23.853569,,
2024-03-26 16:39:00,,22.7286491,21.0989189
2024-03-26 16:42:00,23.7093582,,
2024-03-26 16:44:00,,22.7286491,21.0556564
2024-03-26 16:47:00,23.6132164,,
2024-03-26 16:49:00,,22.7190342,21.0556564
2024-03-26 16:52:00,23.7747345,,
2024-03-26 16:54:00,,22.7286491,21.0556564
2024-03-26 16:57:00,23.7093582,,
2024-03-26 16:59:00,,22.7815266,21.0556564
2024-03-26 17:02:00,23.6285992,,
2024-03-26 17:04:00,,22.7286491,21.0915737
2024-03-26 17:07:00,23.6901302,,
2024-03-26 17:09:00,,22.7286491,21.0556564
2024-03-26 17:12:00,23.5327225,,
2024-03-26 17:14:00,,22.7286491,21.0220833
2024-03-26 17:17:00,23.6132164,,
2024-03-26 17:19:00,,22.7286491,20.9595146
2024-03-26 17:22:00,23.6132164,,
2024-03-26 17:24:00,,22.6613483,20.9364395
2024-03-26 17:27:00,23.569952,,
2024-03-26 17:29:00,,22.5363655,20.8633728
2024-03-26 17:32:00,23.4930401,,
2024-03-26 17:34:00,,22.5363655,20.9547081
2024-03-26 17:37:00,23.4882317,,
2024-03-26 17:39:00,,22.5363655,20.8633728
2024-03-26 17:42:00,23.5891819,,
2024-03-26 17:44:00,,22.6135101,20.8633728
2024-03-26 17:47:00,23.5170746,,
2024-03-26 17:49:00,,22.6084728,20.7720375
2024-03-26 17:52:00,23.5122681,,
2024-03-26 17:54:00,,22.4402237,20.767231
2024-03-26 17:57:00,23.5170746,,
2024-03-26 17:59:00,,22.4402237,20.767231
2024-03-26 18:02:00,23.4760628,,
2024-03-26 18:04:00,,22.512331,20.7403107
2024-03-26 18:07:00,23.3968983,,
2024-03-26 18:09:00,,22.5363655,20.6710892
2024-03-26 18:12:00,23.4209328,,
2024-03-26 18:14:00,,22.4402237,20.8633728
2024-03-26 18:17:00,23.5016918,,
2024-03-26 18:19:00,,22.4402237,20.8787556
2024-03-26 18:22:00,23.6132164,,
2024-03-26 18:24:00,,22.3921509,20.8633728
2024-03-26 18:27:00,23.4930401,,
2024-03-26 18:29:00,,22.3570805,20.767231
2024-03-26 18:32:00,23.3968983,,
2024-03-26 18:34:00,,22.3921509,20.767231
2024-03-26 18:37:00,23.305563,,
2024-03-26 18:39:00,,22.4209957,20.6951237
2024-03-26 18:42:00,23.2286491,,
2024-03-26 18:44:00,,22.3488884,20.6278248
2024-03-26 18:47:00,23.1478901,,
2024-03-26 18:49:00,,22.3440819,20.5038013
2024-03-26 18:52:00,23.0817585,,
2024-03-26 18:54:00,,22.3200474,20.4788055
2024-03-26 18:57:00,23.0363655,,
2024-03-26 18:59:00,,22.2479401,20.2865219
2024-03-26 19:02:00,23.012331,,
2024-03-26 19:04:00,,22.2479401,20.1903801
2024-03-26 19:07:00,22.8440819,,
2024-03-26 19:09:00,,22.2145271,20.1385403
2024-03-26 19:12:00,22.8527336,,
2024-03-26 19:14:00,,22.1641045,20.0942383
2024-03-26 19:17:00,22.8248539,,
2024-03-26 19:19:00,,22.1758327,20.2384491
2024-03-26 19:22:00,22.9046497,,
2024-03-26 19:24:00,,22.2479401,20.5749474
2024-03-26 19:27:00,22.9161892,,
2024-03-26 19:29:00,,22.3440819,20.6710892
2024-03-26 19:32:00,23.0719757,,
2024-03-26 19:34:00,,22.3440819,20.722044
2024-03-26 19:37:00,23.0092621,,
2024-03-26 19:39:00,,22.3488884,20.767231
2024-03-26 19:42:00,22.9402237,,
2024-03-26 19:44:00,,22.4290009,20.767231
2024-03-26 19:47:00,22.9113808,,
2024-03-26 19:49:00,,22.4402237,20.767231
2024-03-26 19:52:00,22.921133,,
2024-03-26 19:54:00,,22.4402237,20.776844
2024-03-26 19:57:00,22.8440819,,
2024-03-26 19:59:00,,22.4402237,20.767231
2024-03-26 20:02:00,22.8354301,,
2024-03-26 20:04:00,,22.3440819,20.767231
2024-03-26 20:07:00,22.7039833,,
2024-03-26 20:09:00,,22.3681164,20.767231
2024-03-26 20:12:00,22.7335186,,
2024-03-26 20:14:00,,22.3780479,20.767231
2024-03-26 20:17:00,22.725172,,
2024-03-26 20:19:00,,22.3873444,20.767231
2024-03-26 20:22:00,22.6277637,,
2024-03-26 20:24:00,,22.4402237,20.767231
2024-03-26 20:27:00,22.5508499,,
2024-03-26 20:29:00,,22.4161892,20.767231
2024-03-26 20:32:00,22.5556564,,
2024-03-26 20:34:00,,22.3488884,20.767231
2024-03-26 20:37:00,22.5556564,,
2024-03-26 20:39:00,,22.3488884,20.6710892
2024-03-26 20:42:00,22.5556564,,
2024-03-26 20:44:00,,22.3440819,20.767231
2024-03-26 20:47:00,22.5556564,,
2024-03-26 20:49:00,,22.3440819,20.6978226
2024-03-26 20:52:00,22.5556564,,
2024-03-26 20:54:00,,22.4171486,20.767231
2024-03-26 20:57:00,22.5556564,,
2024-03-26 20:59:00,,22.4402237,20.767231
2024-03-26 21:02:00,22.6254997,,
2024-03-26 21:04:00,,22.4402237,20.767231
2024-03-26 21:07:00,22.5556564,,
2024-03-26 21:09:00,,22.4402237,20.8306847
2024-03-26 21:12:00,22.5556564,,
2024-03-26 21:14:00,,22.4450302,20.8441448
2024-03-26 21:17:00,22.6517982,,
2024-03-26 21:19:00,,22.4402237,20.8633728
2024-03-26 21:22:00,22.6517982,,
2024-03-26 21:24:00,,22.4402237,20.9595146
2024-03-26 21:27:00,22.5556564,,
2024-03-26 21:29:00,,22.4642582,20.9595146
2024-03-26 21:32:00,22.5556564,,
2024-03-26 21:34:00,,22.4642582,20.9595146
2024-03-26 21:37:00,22.6517982,,
2024-03-26 21:39:00,,22.5363655,20.9595146
2024-03-26 21:42:00,22.6517982,,
2024-03-26 21:44:00,,22.5363655,20.9748974
2024-03-26 21:47:00,22.6517982,,
2024-03-26 21:49:00,,22.5363655,21.0443077
2024-03-26 21:52:00,22.6469917,,
2024-03-26 21:54:00,,22.5363655,21.0556564
2024-03-26 21:57:00,22.6758327,,
2024-03-26 21:59:00,,22.6325073,21.0075836
2024-03-26 22:02:00,22.6517982,,
2024-03-26 22:04:00,,22.8007565,21.0556564
2024-03-26 22:07:00,22.6037254,,
2024-03-26 22:09:00,,22.824791,21.0556564
2024-03-26 22:12:00,22.5556564,,
2024-03-26 22:14:00,,22.824791,20.9729729
2024-03-26 22:17:00,22.6517982,,
2024-03-26 22:19:00,,22.7286491,20.9595146
2024-03-26 22:22:00,22.6758327,,
2024-03-26 22:24:00,,22.6325073,20.9595146
2024-03-26 22:27:00,22.6517982,,
2024-03-26 22:29:00,,22.5363655,20.9595146
2024-03-26 22:32:00,22.7046757,,
2024-03-26 22:34:00,,22.5363655,20.9595146
2024-03-26 22:37:00,22.6566048,,
2024-03-26 22:39:00,,22.512331,20.9595146
2024-03-26 22:42:00,22.6517982,,
2024-03-26 22:44:00,,22.4860382,20.9595146
2024-03-26 22:47:00,22.6517982,,
2024-03-26 22:49:00,,22.512331,20.9595146
2024-03-26 22:52:00,22.6277637,,
2024-03-26 22:54:00,,22.4402237,21.0085468
2024-03-26 22:57:00,22.5973434,,
2024-03-26 22:59:00,,22.4556065,21.0289288
2024-03-26 23:02:00,22.5556564,,
2024-03-26 23:04:00,,22.4402237,21.0075836
2024-03-26 23:07:00,22.6517982,,
2024-03-26 23:09:00,,22.4642582,21.0556564
2024-03-26 23:12:00,22.6037254,,
2024-03-26 23:14:00,,22.4594517,20.9779739
2024-03-26 23:17:00,22.5556564,,
2024-03-26 23:19:00,,22.4402237,20.9595146
2024-03-26 23:22:00,22.5556564,,
2024-03-26 23:24:00,,22.4402237,20.9595146
2024-03-26 23:27:00,22.5556564,,
2024-03-26 23:29:00,,22.4402237,20.9595146
2024-03-26 23:32:00,22.4748974,,
2024-03-26 23:34:00,,22.4161892,20.9595146
2024-03-26 23:37:00,22.5188465,,
2024-03-26 23:39:00,,22.431572,20.9595146
2024-03-26 23:42:00,22.4595146,,
2024-03-26 23:44:00,,22.4402237,20.9595146
2024-03-26 23:47:00,22.4595146,,
2024-03-26 23:49:00,,22.4402237,20.9595146
2024-03-26 23:52:00,22.4643211,,
2024-03-26 23:54:00,,22.4248409,20.9595146
2024-03-26 23:57:00,22.4547081,,
2024-03-26 23:59:00,,22.4075356,20.9595146
2024-03-27 00:02:00,22.4595146,,
2024-03-27 00:04:00,,22.3488884,20.9595146
2024-03-27 00:07:00,22.4547081,,
2024-03-27 00:09:00,,22.3594646,20.9595146
2024-03-27 00:12:00,22.4260559,,
2024-03-27 00:14:00,,22.3440819,20.9595146
2024-03-27 00:17:00,22.3633728,,
2024-03-27 00:19:00,,22.3440819,20.9547081
2024-03-27 00:22:00,22.3633728,,
2024-03-27 00:24:00,,22.3440819,20.9595146
2024-03-27 00:27:00,22.3633728,,
2024-03-27 00:29:00,,22.3440819,20.8970222
2024-03-27 00:32:00,22.3393383,,
2024-03-27 00:34:00,,22.3392754,20.8874073
2024-03-27 00:37:00,22.267231,,
2024-03-27 00:39:00,,22.3200474,20.8633728
2024-03-27 00:42:00,22.267231,,
2024-03-27 00:44:00,,22.3354301,20.8732185
2024-03-27 00:47:00,22.267231,,
2024-03-27 00:49:00,,22.2824097,20.8633728
2024-03-27 00:52:00,22.267231,,
2024-03-27 00:54:00,,22.3008175,20.8633728
2024-03-27 00:57:00,22.2383881,,
2024-03-27 00:59:00,,22.2719746,20.8633728
2024-03-27 01:02:00,22.2191582,,
2024-03-27 01:04:00,,22.2479401,20.8633728
2024-03-27 01:07:00,22.2105064,,
2024-03-27 01:09:00,,22.2479401,20.8633728
2024-03-27 01:12:00,22.185894,,
2024-03-27 01:14:00,,22.2479401,20.8633728
2024-03-27 01:17:00,22.1710892,,
2024-03-27 01:19:00,,22.2479401,20.8633728
2024-03-27 01:22:00,22.1710892,,
2024-03-27 01:24:00,,22.2479401,20.8633728
2024-03-27 01:27:00,22.1710892,,
2024-03-27 01:29:00,,22.2479401,20.8514557
2024-03-27 01:32:00,22.1710892,,
2024-03-27 01:34:00,,22.2479401,20.8441448
2024-03-27 01:37:00,22.1624374,,
2024-03-27 01:39:00,,22.2479401,20.8153
2024-03-27 01:42:00,22.0749474,,
2024-03-27 01:44:00,,22.2287121,20.767231
2024-03-27 01:47:00,22.0749474,,
2024-03-27 01:49:00,,22.1517982,20.767231
2024-03-27 01:52:00,21.9788055,,
2024-03-27 01:54:00,,22.1517982,20.767231
2024-03-27 01:57:00,21.9788055,,
2024-03-27 01:59:00,,22.1517982,20.7437706
2024-03-27 02:02:00,21.9788055,,
2024-03-27 02:04:00,,22.0796909,20.6941624
2024-03-27 02:07:00,21.9156761,,
2024-03-27 02:09:00,,22.1037254,20.6758957
2024-03-27 02:12:00,21.9036293,,
2024-03-27 02:14:00,,22.0556564,20.6710892
2024-03-27 02:17:00,21.8826637,,
2024-03-27 02:19:00,,22.0556564,20.6710892
2024-03-27 02:22:00,21.8826637,,
2024-03-27 02:24:00,,22.0556564,20.6710892
2024-03-27 02:27:00,21.8826637,,
2024-03-27 02:29:00,,22.0556564,20.6710892
2024-03-27 02:32:00,21.8778572,,
2024-03-27 02:34:00,,22.0556564,20.6662827
2024-03-27 02:37:00,21.8586292,,
2024-03-27 02:39:00,,22.0556564,20.6710892
2024-03-27 02:42:00,21.8670883,,
2024-03-27 02:44:00,,22.0556564,20.6710892
2024-03-27 02:47:00,21.8826637,,
2024-03-27 02:49:00,,22.0556564,20.6710892
2024-03-27 02:52:00,21.8826637,,
2024-03-27 02:54:00,,22.0556564,20.6710892
2024-03-27 02:57:00,21.8730488,,
2024-03-27 02:59:00,,22.0556564,20.6710892
2024-03-27 03:02:00,21.8703575,,
2024-03-27 03:04:00,,22.0556564,20.6710892
2024-03-27 03:07:00,21.8665161,,
2024-03-27 03:09:00,,22.0556564,20.6710892
2024-03-27 03:12:00,21.855999,,
2024-03-27 03:14:00,,22.0556564,20.6710892
2024-03-27 03:17:00,21.8826637,,
2024-03-27 03:19:00,,22.0556564,20.6710892
2024-03-27 03:22:00,21.8586292,,
2024-03-27 03:24:00,,22.0556564,20.6710892
2024-03-27 03:27:00,21.8586292,,
2024-03-27 03:29:00,,22.0556564,20.6710892
2024-03-27 03:32:00,21.8393993,,
2024-03-27 03:34:00,,22.0556564,20.6710892
2024-03-27 03:37:00,21.8530502,,
2024-03-27 03:39:00,,22.0796909,20.6710892
2024-03-27 03:42:00,21.872818,,
2024-03-27 03:44:00,,22.0796909,20.6710892
2024-03-27 03:47:00,21.8734474,,
2024-03-27 03:49:00,,22.0556564,20.6710892
2024-03-27 03:52:00,21.8225193,,
2024-03-27 03:54:00,,22.0796909,20.6710892
2024-03-27 03:57:00,21.8538208,,
2024-03-27 03:59:00,,22.0666828,20.6710892
2024-03-27 04:02:00,21.819458,,
2024-03-27 04:04:00,,22.0556564,20.6710892
2024-03-27 04:07:00,21.8229122,,
2024-03-27 04:09:00,,22.0661793,20.6758957
2024-03-27 04:12:00,21.8136292,,
2024-03-27 04:14:00,,22.0556564,20.6710892
2024-03-27 04:17:00,21.8194218,,
2024-03-27 04:19:00,,22.0556564,20.6710892
2024-03-27 04:22:00,21.7965469,,
2024-03-27 04:24:00,,22.0556564,20.6710892
2024-03-27 04:27:00,21.8105564,,
2024-03-27 04:29:00,,22.0556564,20.6710892
2024-03-27 04:32:00,21.7865219,,
2024-03-27 04:34:00,,22.0556564,20.6710892
2024-03-27 04:37:00,21.7913284,,
2024-03-27 04:39:00,,22.0556564,20.6951237
2024-03-27 04:42:00,21.7865219,,
2024-03-27 04:44:00,,22.0556564,20.7278118
2024-03-27 04:47:00,21.7865219,,
2024-03-27 04:49:00,,22.0556564,20.6710892
2024-03-27 04:52:00,21.7865219,,
2024-03-27 04:54:00,,22.0556564,20.6710892
2024-03-27 04:57:00,21.7865219,,
2024-03-27 04:59:00,,22.0556564,20.6710892
2024-03-27 05:02:00,21.7865219,,
2024-03-27 05:04:00,,22.0556564,20.6710892
2024-03-27 05:07:00,21.7865219,,
2024-03-27 05:09:00,,22.0556564,20.6710892
2024-03-27 05:12:00,21.7865219,,
2024-03-27 05:14:00,,22.0556564,20.6710892
2024-03-27 05:17:00,21.753109,,
2024-03-27 05:19:00,,22.0556564,20.6710892
2024-03-27 05:22:00,21.7865219,,
2024-03-27 05:24:00,,22.0556564,20.6710892
2024-03-27 05:27:00,21.7865219,,
